"Facility ID","Facility Name","Owner Name","Facility Address","Facility Zip","Facility Status","Facility Type","Facility Phone",City,"Last Inspection",Latitude,Longitude,"Date Certified","Drinking Water Source","UST ID"
3-080007,"IDAHO TRANSPORTATION DEPT","IDAHO TRANSPORTATION DEPARTMENT","HWY 55 & GARDEN VALLEY RD
MP 79.0",83602,Closure,"State Government",,BANKS, ,44.08575000,-116.11495000,05/23/1995,Yes,1464
3-080008,"#3290 IDAHO CITY MTCE YARD","IDAHO TRANSPORTATION DEPARTMENT","HWY 21 MP 39.0",83631,Closure,"State Government",,"IDAHO CITY", ,43.82546000,-115.83149000,06/28/1996,Yes,1465
3-080009,"Great Scotts Garden Valley","Larson LLC","1086 BANKS LOWMAN RD",83622,Active,"Gas Station","(208) 462-3869","GARDEN VALLEY",10/1/2024,44.08988000,-115.95209000,03/15/1999,Yes,1466
3-080010,"IDAHO TRANSPORTATION DEPT","IDAHO TRANSPORTATION DEPARTMENT","HWY 21 MP 72",83637,Closure,"State Government",,LOWMAN, ,44.08054000,-115.61611000,07/05/1994,Yes,1467
3-080011,"BANKS #1","BANKS #1","HWY 55",83602,Closure,"Not Listed",,BANKS, ,44.08356000,-116.11757000,12/23/1985,Yes,1468
3-080012,"TERRACE LAKES RECREATION","TERRACE LAKES RECREATION RANCH","101 HOLIDAY LANE
HC 76 BOX 4201",83622,Closure,Commercial,,"GARDEN VALLEY", ,44.15250000,-115.98605000,11/02/1998,Yes,1469
3-080013,"MARY E CONN - CROUCH LUMB","DOUG HUNT - CROUCH LUMBER YARD,MARY CONN","MAIN ST 
HC 76, BOX 2194",83622,Closure,"Not Listed",,"GARDEN VALLEY", ,44.08627000,-115.95059000,03/03/1995,Yes,1470
3-080014,"SPRING VALLEY RANCH","TERESA MCLEOD,SPRING VALLEY LIVESTOCK CO INC","18770 RT 1 HWY 55",83703,Closure,Farm,,BOISE, ,43.79145000,-116.26313000,09/15/1991,Yes,1471
3-080015,"BOGUS BASIN SKI RESORT","BOGUS BASIN SKI RESORT","BOGUS BASIN SKI AREA",83712,Active,Commercial,,BOISE,9/7/2023,43.76481000,-116.10324000,12/11/1999,Yes,1472
3-080016,"BANKS STATION","UNION PACIFIC RAILROAD","MP 63.9",83602,Closure,Railroad,,BANKS, ,44.08509000,-116.11521000,06/06/1986,Yes,1473
3-080017,"GARDEN VALLEY WORK CENTER","USDA FOREST SERVICE","STATE RD SH 17",83622,Closure,"Federal Non-Military",,"GARDEN VALLEY", ,44.06297800,-115.92162500,09/26/1991,Yes,1474
3-080018,"IDAHO CITY RANGER DIST","US FOREST SERVICE","CENTERVILLE RD",83631,Closure,"Federal Non-Military",,"IDAHO CITY", ,43.83092100,-115.83588200,07/22/2002,Yes,1475
3-080020,"Ray's Corner Market","STEPHEN WHITELEY","445 HWY 55",83629,Active,"Gas Station",,"HORSESHOE BEND",7/21/2022,43.91457000,-116.19780000,04/12/2007,Yes,1636
3-080021,"STAGE STOP INN","MARGE DERVOIN RODGERS","HWY 21",83631,Closure,"Not Listed",,"IDAHO CITY", ,43.82517000,-115.83326000,06/25/1996,Yes,1637
3-080022,"BOISE BASIN MERCANTILE","GERALD HILLYARD","313 MAIN",83631,Closure,"Gas Station",,"IDAHO CITY", ,43.82745000,-115.83326000,12/10/1991,Yes,1638
3-080023,"CHEVRON STATION","DONALD B. JENSEN,DONALD B JENSEN","HWY 55",83629,Closure,"Gas Station",,"HORSESHOE BEND", ,43.91748300,-116.19626600,09/13/1991,Yes,1639
3-080024,"LOWMAN RANGER DISTRICT","US FOREST SERVICE","T9N R7E Sec35",83637,Closure,"Federal Non-Military",,LOWMAN, ,44.07665000,-115.59798000,09/16/1991,Yes,1640
3-080025,"Haven Lodge","Raymond Chambers","7655 HWY 21",83637,Active,Commercial,"(208) 259-3344",LOWMAN,10/10/2024,44.07294000,-115.55061000,07/13/2001,Yes,1641
3-080026,"Sourdough Lodge","SDL Hospitality LLC,Christopher Rice","8406 Hwy 21",83637,Active,"Gas Station","(208) 259-3326",LOWMAN,10/1/2024,44.11265000,-115.43688000,09/05/1991,Yes,1642
3-080027,"BASIN SCHOOL","BASIN SCHOOL","611 MAIN",83631,Closure,"Local Government",,"IDAHO CITY", ,43.83063000,-115.83241000,09/24/1991,Yes,1643
3-080601,"PACKER JOHN MICROWAVE",TELECON,"PACKER JOHN MOUNTAIN",83622,Closure,Utilities,,"GARDEN VALLEY", ,44.21658000,-116.06525000,03/03/1999,Yes,1644
3-080602,"HANSON LOGGING CO","BOISE CASCADE CO","HWY 55 N OF HORSESHOE BEND",83629,Closure,Contractor,,"HORSESHOE BEND", ,43.90909000,-116.19303000,07/01/1991,Yes,1645
3-080604,BANKS,"BEAR VALLEY EXPEDITIONS INC","HWY 55",83622,Closure,Contractor,,"GARDEN VALLEY", ,44.08361000,-116.11711000,04/23/1991,Yes,1646
3-080605,"IDAHO CITY AIRPORT","USDA FOREST SERVICE",AIRPORT,83631,Closure,"Federal Non-Military",,"IDAHO CITY", ,43.82718000,-115.84011000,02/07/1991,Yes,1647
3-080606,"BOISE CASCADE CORP.- HSB","BOISE CASCADE","125 MILL RD",83629,Closure,Industrial,,"HORSESHOE BEND", ,43.91294000,-116.19643000,06/02/2000,Yes,1648
3-080608,"DON EDDY PROPERTY","DON EDDY/CHAMPION OIL,DON EDDY","MADISON AVE HWY 55",83629,Closure,"Gas Station",,"HORSESHOE BEND", ,43.90506500,-116.20080000,05/16/1994,Yes,1649
3-080609,"DEER POINT","FEDERAL EMERGENCY MGT AGENCY","20 MI NE OF BOISE",83702,Closure,"Federal Non-Military",,BOISE, ,43.75493000,-116.09892000,03/06/1998,Yes,4328
3-080610,"VALLEY VIEW CHEVRON","VALLEY VIEW CENTER, LLC.","459 HWY 55",83629,Active,"Gas Station",,"HORSESHOE BEND",7/13/2022,43.91737000,-116.19630800,04/05/2000,Yes,4901
3-080611,"Village Mart","DARRELL KAMMER","200 S MAIN",83666,Active,"Gas Station",,PLACERVILLE,9/11/2023,43.94279000,-115.94656000,08/24/2010,Yes,4915
3-080613,"DOUBLE DIAMOND RANCH","DR&J Investments","186 PIONEER RD",83629,Active,Farm,,"HORSESHOE BEND",10/8/2024,43.92025800,-116.17972700,05/20/2002,Yes,4168
3-080615,"Lowman Mercantile","Jai Smith","7263 Hwy 21",83637,Active,"Gas Station",,LOWMAN,9/11/2023,44.08187800,-115.61486300,07/24/2009,Yes,6117
3-080616,"Horseshoe Bend School District #73", ,"398 School Rd.",83629,Closure,School,,"HORSESHOE BEND", ,43.90895200,-116.20169500,,Yes,6bd4a0b8-4206-4f2b-9a2a-c859ceaac7ec
3-140001,"KRIS INOUYE","KRIS INOUYE","23605 RODEO",83660,Closure,Farm,,PARMA, ,43.71385000,-116.94198000,09/12/1991,Yes,1650
3-140002,"RAIL SHOP","J R SIMPLOT CO","323 LAFOND",83605,Closure,Commercial,,CALDWELL, ,43.66472600,-116.70169900,09/23/1994,Yes,1651
3-140003,"CALDWELL ETHANOL PLANT","J R SIMPLOT CO","17270 Simplot Blvd",83607,Closure,Commercial,,CALDWELL, ,43.66868000,-116.73726000,07/15/1988,Yes,1652
3-140004,"JOE AMOS","JOE AMOS","212 BROADWAY AVE",83641,Closure,Other,,MELBA, ,43.37387000,-116.53105000,09/18/1991,Yes,1653
3-140005,"VILLAGE GREEN RESTAURANT","JOHN M. ROBERTS,JOHN M ROBERTS","MAIN & FRIENDS RD",83626,Closure,Other,,GREENLEAF, ,43.66888000,-116.82290000,01/06/1986,Yes,1654
3-140006,"GREAT WESTERN CHEMICAL CO","GREAT WESTERN CHEMICAL CO","1717 E FARGO ST",83651,Closure,Commercial,,NAMPA, ,43.60171000,-116.55038000,,Yes,1655
3-140007,"ZILOG INC","ZILOG INC","1551 11TH AVE N",83687,Closure,Industrial,,NAMPA, ,43.59691500,-116.54068000,09/13/1991,Yes,4285
3-140008,"C & R AMERICAN","MAN FORD CAYL,TERRY & DEE HARVEY","117 E MAIN",83644,Closure,"Gas Station",,MIDDLETON, ,43.70668500,-116.62067100,04/13/1998,Yes,1656
3-140009,"FORMER CIRCLE K #807","DICK BEEM","1905 SUMMIT",83605,Closure,"Gas Station",,CALDWELL, ,43.68318000,-116.67552000,01/22/1992,Yes,1657
3-140010,"Jacksons Food Store #064","JACKSONS FOOD STORES","2406 S MONTANA",83605,Active,"Gas Station",,CALDWELL,6/6/2023,43.64898000,-116.68328000,07/26/1999,Yes,1658
3-140011,"Jacksons Food Store #058","JACKSONS FOOD STORES","306 N Franklin Blvd (formerly 805 11TH AVE N)",83651,Closure,"Gas Station",,NAMPA, ,43.58699000,-116.55173000,07/26/1999,Yes,1659
3-140012,"Jacksons Food Store #063","JACKSONS FOOD STORES","101 E LOGAN ST",83605,Active,"Gas Station",,CALDWELL,6/6/2023,43.65553000,-116.69800000,01/30/2001,Yes,1660
3-140013,"Jacksons Food Store #060","JACKSONS FOOD STORES","224 22ND AVE S",83651,Active,"Gas Station",,NAMPA,6/6/2023,43.57013000,-116.55107000,05/19/2005,Yes,1661
3-140014,"Jacksons Food Store #059","JACKSONS FOOD STORES","2513 CALDWELL BLVD",83651,Active,"Gas Station",,NAMPA,2/21/2023,43.61169000,-116.61284000,07/26/1999,Yes,1662
3-140015,"Jacksons Food Store #061","JACKSONS FOOD STORES","927 CALDWELL BLVD",83651,Active,"Gas Station",,NAMPA,2/22/2023,43.59823000,-116.59285000,07/26/1999,Yes,1663
3-140016,"ALLEN NOBLE FARMS INC.","ALLEN NOBLE FARMS INC","CORNER OF ROSS & SKYLINE DR",83686,Closure,Farm,,NAMPA, ,43.47567000,-116.70312000,01/22/1992,Yes,1664
3-140017,"GLEN SKOGSBERG","GLEN SKOGSBERG","6466 ELM LN",83687,Closure,Farm,,NAMPA, ,43.65234000,-116.52308000,,Yes,1665
3-140018,"SUNNY SLOPE MARKET","MICHAEL STROTHMAN","RT 4",83605,Closure,"Gas Station",,CALDWELL, ,43.58842000,-116.79259000,09/02/1991,Yes,1666
3-140019,"WATERHOLE #2","JIM HEARN","312 GROVE",83660,Closure,"Gas Station",,PARMA, ,43.78484000,-116.94317000,09/20/1991,Yes,1667
3-140020,"INTERMOUNTAIN GAS CO","INTERMOUNTAIN GAS CO","2921 CALDWELL BLVD",83651,Closure,Utilities,,NAMPA, ,43.61532000,-116.61816000,10/01/1992,Yes,1668
3-140021,"CRAZY BOB'S CUT-RATE","LESLIE B. SPARKS,LESLIE B SPARKS","1736 GARRITY BLVD",83653,Closure,"Not Listed",,NAMPA, ,43.58693000,-116.53847000,03/26/1986,Yes,1669
3-140022,"Forage Genetics International","ALLIED SEED","1917 E FARGO AVE",83687,Closure,Industrial,,NAMPA, ,43.60148000,-116.54679000,09/16/1991,Yes,1670
3-140023,"GJERDE RANCH","JOHN GJERDE,GJERDE RANCH","RT 1 BOX 44",83644,Closure,Farm,,MIDDLETON, ,43.71895000,-116.59862000,11/22/1991,Yes,1671
3-140024,"DAS-CO OF IDAHO INC","DAS-CO OF IDAHO INC","8749 KARCHER RD",83687,Closure,Commercial,,NAMPA, ,43.60447000,-116.56814000,,Yes,1672
3-140025,"MELBA QUICK STOP","City of Melba","208 3RD ST",83641,Closure,"Gas Station",,MELBA, ,43.37493000,-116.53030000,03/13/1986,Yes,1673
3-140026,"ACE SUPPLY INC","ACE SUPPLY INC","315 N KIT",83605,Closure,Industrial,,CALDWELL, ,43.67212000,-116.70374000,09/03/1991,Yes,4286
3-140027,"CANYON HIGHWAY DIST #4","CANYON HIGHWAY DIST #4","15435 HWY 44",83605,Closure,"Local Government",,CALDWELL, ,43.70634000,-116.70128000,09/01/1998,Yes,1674
3-140028,"UHAUL 71853","AMERCO/ U-HAUL","2112 CALDWELL BLVD",83651,Closure,Commercial,,NAMPA, ,43.60834000,-116.60650000,08/28/1997,Yes,1675
3-140029,"HOFF FOREST PRODUCTS INC","HOFF FOREST PRODUCTS INC","103 S 43 AVE",83605,Closure,Other,,CALDWELL, ,43.64129000,-116.65115000,03/26/1986,Yes,1676
3-140031,"UNITED OIL NAMPA","FRANKLIN UNITED INC","702 1ST ST S",83651,Closure,"Petroleum Distributor",,NAMPA, ,43.58246000,-116.56426000,11/14/2002,Yes,1677
3-140032,"MOORE LEFFLER REPAIR","CHERYL RUTKOWSKI","521 BLOMQUIST AVE",83606,Closure,Truck/Transporter,,CALDWELL, ,43.66569000,-116.70185000,05/03/2000,Yes,1678
3-140033,"NOTUS STATION","UNION PACIFIC RAILROAD","MP 472.6",83656,Closure,Railroad,,NOTUS, ,43.72490000,-116.80065000,06/06/1986,Yes,1679
3-140034,"J & J TIRE & ALIGNMENT CE","JERRY STUART,J & J TIRE & ALIGNMENT CENTER","1022 CLEVELAND",83605,Closure,Other,,CALDWELL, ,43.66219000,-116.68700000,09/05/1991,Yes,1680
3-140035,"DEER FLAT MERCANTILE","Tim Andreae","16468 PRIDE LN",83605,Active,"Gas Station",,CALDWELL,6/5/2024,43.60997000,-116.78228000,03/05/1999,Yes,1681
3-140036,"KINGS CORNER","JACK & PAT PELTCH","804 S SIDE RD",83651,Closure,"Gas Station",,NAMPA, ,43.56140000,-116.53255000,03/06/1986,Yes,1062
3-140038,"S W IDAHO RESEARCH & EXTENSION CENTER","UNIVERSITY OF IDAHO","29603 U OF I LN",83660,Closure,"State Government",,PARMA, ,43.80223000,-116.94281000,10/07/1998,Yes,1063
3-140039,"Pacific Press Publishing Association", ,"1350 N. Kings Rd.",83687,Closure,Industrial,,NAMPA, ,43.59709100,-116.53057900,,Yes,54ffcd0b-c416-4be8-b552-dee06b8a246c
3-140040,"E LAWRENCE SIMINEO","E LAWRENCE SIMINEO","13077 GALLOWAY RD, RT 7, BOX 257",83605,Closure,"Not Listed",,CALDWELL, ,43.74978200,-116.65443300,02/07/1986,Yes,1064
3-140041,"G & B REDI-MIX","G & B REDI-MIX","6701 E FLAMINGO AVE",83687,Closure,Commercial,,NAMPA, ,43.59761000,-116.48839000,06/06/1989,Yes,1065
3-140042,"PARMA SCHOOL DISTRICT #13","PARMA SCHOOL DIST #137","1105 E MCCONNELL AVE",83660,Closure,"Local Government",,PARMA, ,43.78886000,-116.93273000,09/05/1991,Yes,1066
3-140043,"HANK VANDERWEY","HANK VANDERWEY","WILLIS & OLD HWY 30",83605,Closure,Farm,,CALDWELL, ,43.72051000,-116.69502000,02/07/1986,Yes,1067
3-140045,"US WEST COMMUNICATIONS (5)","CenturyLink - Joe Robertson","701 CLEVELAND",83605,Closure,Utilities,,CALDWELL, ,43.66494000,-116.69044000,11/11/1991,Yes,1068
3-140046,CenturyLink-Caldwell,"CenturyLink - Joe Robertson","3110 COMMERCIAL WY",83605,Closure,Utilities,,CALDWELL,6/25/2015,43.65820900,-116.66067400,10/11/1993,Yes,1069
3-140047,CenturyLink-Nampa,"CenturyLink - Joe Robertson","111 11TH AVE S",83651,Active,Utilities,,NAMPA,7/17/2024,43.57952000,-116.56176000,10/07/1991,Yes,1070
3-140048,"CALDWELL CITY","CANYON COUNTY","304 N. 12TH Avenue",83605,Closure,"Local Government",,CALDWELL, ,43.66492000,-116.68191000,03/24/1998,Yes,1071
3-140049,"MIDDLETON BUS SHOP","LEONARD VIS","214 MAIN ST",83644,Closure,Contractor,,MIDDLETON, ,43.70667000,-116.62631000,09/09/1991,Yes,1072
3-140050,"SONNY'S CHEVRON","Alfonso Jr. and Margie S. Sarceda","204 5TH ST",83676,Closure,"Gas Station",,WILDER, ,43.67726000,-116.91167000,12/18/1991,Yes,1073
3-140052,"KMART #3189","KMART CORP","1813 CALDWELL BLVD",83651,Closure,Other,,NAMPA, ,43.60592200,-116.60624200,09/13/1991,Yes,1074
3-140054,"CROOKHAM SEED CO","CROOKHAM SEED CO","301 WAREHOUSE",83605,Closure,Other,,CALDWELL, ,43.66907000,-116.70637000,10/03/1991,Yes,1075
3-140055,"LAKE LOWELL MARKET","Abdulleh Joya","15722 RIVERSIDE",83607,Active,"Gas Station",,CALDWELL,4/19/2022,43.60003000,-116.72280000,02/11/1986,Yes,1076
3-140056,"NAMPA HIGHWAY DISTRICT","NAMPA HIGHWAY DIST #1","4507 12TH AVE RD",83653,Closure,"Local Government",,NAMPA, ,43.52630000,-116.57428000,10/30/1992,Yes,1077
3-140057,"WESTERN WORLD INC","WESTERN WORLD INC","200 N KIT AVE",83605,Closure,Other,,CALDWELL, ,43.66327000,-116.67471000,06/19/1996,Yes,1078
3-140058,"PICKLES BUTTE","CANYON COUNTY","PERCH RD",83605,Closure,"Local Government",,CALDWELL, ,43.48815000,-116.70267000,09/17/1991,Yes,1079
3-140059,"BOISE CASCADE","BOISE CASCADE","1808 E CHISHOLM",83651,Closure,Other,,NAMPA, ,43.59972000,-116.54900000,05/14/1987,Yes,1080
3-140060,"V-1 OIL CO (1)","BLUE BELL GROUP INC","824 SIMPLOT BLVD",83605,Closure,"Gas Station",,CALDWELL, ,43.67003000,-116.70755000,07/20/1998,Yes,1081
3-140061,"GASLAND INC","GASLAND INC","711 16TH AVE S",83651,Closure,"Gas Station",,NAMPA, ,43.57136000,-116.56196000,12/04/1991,Yes,1082
3-140065,"WILDER HOP CO","WILDER HOP CO","26545 PENNY LN",83676,Closure,Other,,WILDER, ,43.68327000,-116.93370000,03/12/1986,Yes,1083
3-140066,"Stinker Store #75","ROBERTSON DIANA TRUST","5024 E CLEVELAND BLVD",83605,Active,"Gas Station","(208) 454-9031",CALDWELL,2/28/2023,43.63429000,-116.64623000,05/10/1999,Yes,1084
3-140068,"WEST GEMCO INC","WEST GEMCO INC","324 EVANS ST",83605,Closure,"Not Listed",,CALDWELL, ,43.66770800,-116.70291200,04/08/1986,Yes,1085
3-140069,"BLACKER APP & FURN OF CALDWELL","BLACKER APP & FURN OF CALDWELL INC","5023 E CLEVELAND BLVD",83605,Closure,Commercial,,CALDWELL, ,43.63450000,-116.64531000,04/10/1986,Yes,1086
3-140070,"RICHARD A KIRKNESS","RICHARD A KIRKNESS","424 CALDWELL BLVD",83651,Closure,Other,,NAMPA, ,43.59296000,-116.58418000,11/16/1993,Yes,1087
3-140071,"BOISE PROJECT BOARD OF CONTROL","BOISE PROJECT BOARD OF CONTROL","LAKE LOWELL LOWER DAM",83605,Closure,"Local Government",,CALDWELL, ,43.57807000,-116.74288000,12/12/1991,Yes,1088
3-140072,"NAMPA & MERIDIAN IRRIGATION","NAMPA & MERIDIAN IRRIGATION DIST","5525 E GREENHURST RD",83651,Closure,"Local Government",,NAMPA, ,43.54353000,-116.50345000,04/10/1986,Yes,1089
3-140073,"JAK'X CAFE PHILLIPS CONOCO","Marc Grow","310 E GROVE AVE",83660,Closure,"Gas Station","(208) 722-5579",PARMA,1/31/2014,43.78514000,-116.94362000,03/30/2004,Yes,1090
3-140074,"ITD - CALDWELL MTCE YARD","IDAHO TRANSPORTATION DEPARTMENT","15460 HWY 44",83605,Active,"State Government",,CALDWELL,5/11/2022,43.70828000,-116.70132000,04/28/1995,Yes,1091
3-140075,"West Valley Medical Center","HEALTHTRUST INC","1717 ARLINGTON AVE",83605,Closure,Commercial,,CALDWELL,3/23/2021,43.65462000,-116.69530000,11/11/1991,Yes,1092
3-140076,"EXXON TIGER MART","CITY OF NAMPA","920 2ND ST S",83651,Closure,"Gas Station",,NAMPA, ,43.57997000,-116.56314000,08/18/2008,Yes,1093
3-140077,"LODGE BROTHERS","LODGE BROTHERS","919 BLAINE ST",83606,Closure,"Not Listed",,CALDWELL, ,43.66381000,-116.68677000,09/03/1991,Yes,1094
3-140078,"Jacksons Food Store #182","JACKSONS FOOD STORES","1602 2ND ST S",83686,Active,"Gas Station",,NAMPA,2/2/2022,43.57507000,-116.55596000,12/02/1991,Yes,1095
3-140079,"KEENER PARK","GEM STOP COMPANY (A.H. SCHADE)","1101 W FINCH DR",83651,Closure,"Not Listed",,NAMPA, ,43.60318000,-116.59471000,04/23/1986,Yes,1096
3-140080,"GEM STOP #017","GEM STOP COMPANY (A.H. SCHADE)","2221 12TH AVE RD",83652,Closure,"Gas Station",,NAMPA, ,43.54762000,-116.57315000,12/09/1991,Yes,1097
3-140081,"GUS'S GAS & GRUB","GEM STOP COMPANY (A.H. SCHADE)","1102 CLEVELAND",83605,Closure,"Gas Station",,CALDWELL, ,43.66184000,-116.68673000,07/11/1996,Yes,1098
3-140082,"Jacksons Food Store #85","JACKSONS FOOD STORES","612 NORTHSIDE BLVD",83651,Active,"Gas Station",,NAMPA,6/6/2023,43.59860000,-116.57279400,07/17/2006,Yes,1099
3-140083,"Jacksons Food Store #181","JACKSONS FOOD STORES","323 CALDWELL BLVD",83651,Active,"Gas Station",,NAMPA,2/2/2022,43.59000000,-116.58110000,12/10/1991,Yes,4692
3-140084,"GEM STOP #30","GEM STOP COMPANY (A.H. SCHADE),DONALD SHEPHERD","614 N 10TH",83605,Closure,"Gas Station",,CALDWELL, ,43.66907000,-116.67921000,12/09/1991,Yes,1100
3-140085,"A H SCHADE INC GEM FUEL CO","GEM STOP COMPANY (A.H. SCHADE),DONALD SHEPHERD","607 12TH AVE RD",83651,Closure,"Not Listed",,NAMPA, ,43.56327000,-116.57316000,,Yes,1682
3-140086,"ENROSE FARMS INC","ENROSE FARMS INC","WAGNER & WILLIS RD",83605,Closure,"Not Listed",,CALDWELL, ,43.71997000,-116.73270000,04/24/1986,Yes,1683
3-140087,"LARRY'S CHEVRON #98628","Larry Marler","404 12TH AVE RD",83686,Active,"Gas Station",,NAMPA,8/9/2022,43.56517000,-116.57259000,09/20/2013,Yes,1684
3-140088,"Jacksons Food Store #148","JACKSONS FOOD STORES","619 N 10TH AVE",83605,Active,"Gas Station",,CALDWELL,10/4/2022,43.66949000,-116.67973000,11/19/1993,Yes,1685
3-140089,"CHEVRON USA 91483","CHEVRON USA INC","124 11TH AVE S",83651,Closure,"Not Listed",,NAMPA, ,43.57887000,-116.56136000,01/20/1998,Yes,1686
3-140090,"All Star Trucking","Volodumyr Lozovskyy,Alexander Lozovskyy,Aleksandr Melnichuk,Viktor Lozovskyy","518 N SUGAR AVE",83651,Active,Truck/Transporter,208-800-0516,NAMPA,7/12/2022,43.58939600,-116.54225300,08/04/1999,Yes,1687
3-140091,"Stones Inc. Coal Yard","STONES INC","10 9TH AVE N",83653,Closure,Commercial,,NAMPA, ,43.58203000,-116.56112900,09/18/1991,Yes,1688
3-140092,"YATES AMERICAN SERVICE","EHLERS ENTERPRISES INC","115 CALDWELL BLVD",83651,Closure,"Not Listed",,NAMPA, ,43.58558000,-116.57434000,04/30/1986,Yes,1689
3-140093,"Stinker Store #48","JOSHNIK, LLLP","524 12TH AVE RD",83686,Active,"Gas Station","(208) 467-1809",NAMPA,2/28/2023,43.56368700,-116.57266400,05/21/1996,Yes,1690
3-140094,"FRANKLIN BUILDING SUPPLY","FRANKLIN BUILDING SUPPLY CO","4523 E CLEVELAND BLVD",83605,Closure,Commercial,,CALDWELL, ,43.63744000,-116.64953000,12/07/1998,Yes,1691
3-140095,"UNION SEED CO","UNION SEED CO","1023 1ST ST N",83651,Closure,"Not Listed",,NAMPA, ,43.58142000,-116.55885000,,Yes,1692
3-140096,"VALLEY AIR SERVICE","WILLIAM HUBLER,VALLEY AIR SERVICE","5103 HUBLER LN",83605,Closure,"Air Taxi (Airline)",,CALDWELL, ,43.69311000,-116.63446000,09/04/1991,Yes,1693
3-140097,"Jacksons Food Store #82","JACKSONS FOOD STORES","402 N 10TH",83606,Active,"Gas Station",,CALDWELL,2/5/2024,43.66727000,-116.68141000,10/21/2013,Yes,1694
3-140098,"Jacksons Food Store #147","JACKSONS FOOD STORES","122 SIMPLOT",83606,Active,"Gas Station",,CALDWELL,2/1/2022,43.67003000,-116.69997000,07/07/2014,Yes,1632
3-140099,"UNION PACIFIC NAMPA STATION","UNION PACIFIC RAILROAD","1313 ONE ST N",83651,Closure,Railroad,,NAMPA, ,43.57937000,-116.55692000,07/11/1996,Yes,1633
3-140100,"FLIGHT SERVICE INC","FRANKLIN UNITED INC","CALDWELL INDUSTRIAL AIRPORT",83605,Closure,"Not Listed",,CALDWELL, ,43.64209000,-116.64310000,04/02/1986,Yes,1634
3-140101,"Matteson's Country Store","OWYHEE MOTOR SALES","HWY 95",83676,Active,"Gas Station",,WILDER,9/18/2023,43.67466000,-116.91163000,09/07/1999,Yes,1635
3-140102,"7-ELEVEN #12989","7-ELEVEN INC Corp.","521 N 1OTH",83605,Closure,"Gas Station",,CALDWELL, ,43.66868000,-116.68061000,04/14/2000,Yes,1909
3-140103,"FRANKLIN UNITED FARMERS FRIEND","FRANKLIN UNITED INC","1515 CHICAGO",83606,Closure,"Gas Station",,CALDWELL, ,43.66387000,-116.67623000,10/17/1991,Yes,1910
3-140104,"El Camino Gas Station","Briget Hansen,El Camino Gas Station LLC","324 3RD ST S",83651,Active,"Gas Station",,NAMPA,4/3/2024,43.58348000,-116.56988000,10/29/1999,Yes,1911
3-140105,"MAY TRUCKING","MAY TRUCKING CO","419 W KARCHER RD",83653,Closure,Truck/Transporter,,NAMPA, ,43.60418000,-116.58517000,10/20/1997,Yes,1912
3-140106,"NU-WAY CAR WASH","LIANA A GARTON,LIANA GARTON","1107 12 AVE S",83651,Closure,Other,,NAMPA, ,43.57128000,-116.57004000,02/09/1995,Yes,1913
3-140107,"TOTS 66 SERVICE","DEE DESARO,DEE DESARO","1002 CLEVLAND BLVD",83605,Closure,"Gas Station",,CALDWELL, ,43.66247000,-116.68749000,06/11/1999,Yes,1914
3-140108,"NATIONAL GUARD ARMORY","IDAHO ARMY NATIONAL GUARD JFHQ-ID/JICE-EE","212 N KINGS RD",83687,Closure,"State Government",,NAMPA, ,43.58434300,-116.53256400,04/30/1986,Yes,1915
3-140110,"STEWART FARMS INC","STEWART FARMS INC","5459 DEER FLAT RD",83686,Closure,Farm,,NAMPA, ,43.50298000,-116.50280000,08/31/1991,Yes,1916
3-140111,"FLEETWOOD HOMES OF IDAHO","FLEETWOOD HOMES OF IDAHO INC","2215 INDUSTRIAL RD",83651,Closure,"Not Listed",,NAMPA, ,43.59307000,-116.54410000,05/02/1986,Yes,1917
3-140112,"FLEETWOOD HOMES OF IDAHO","FLEETWOOD HOMES OF IDAHO","2611 E COMSTOCK AVE",83651,Closure,Industrial,,NAMPA, ,43.59385000,-116.53703000,09/04/1991,Yes,1918
3-140113,"CANYON OPERATIONS CENTER","IDAHO POWER CO","2420 CHACARTEQUI LN",83651,Closure,Utilities,,NAMPA, ,43.61916000,-116.61118000,10/22/1991,Yes,1919
3-140114,"THE AMALGAMATED SUGAR CO","AMALGAMATED SUGAR CO","138 W KARCHER AVE",83687,Closure,Industrial,,NAMPA, ,43.60803000,-116.57333000,11/01/1991,Yes,1920
3-140115,"NAMPA DRY CLEANERS","NAMPA DRY CLEANERS","1015 2ND ST S",83651,Closure,Industrial,,NAMPA, ,43.57891400,-116.56243400,09/04/1991,Yes,1921
3-140116,"THE BON MARCHE","DAUM INDUSTRIES INC","KARCHER MALL",83653,Closure,Other,,NAMPA, ,43.60038000,-116.59908000,12/05/1994,Yes,1922
3-140117,"BOISE RIVER PACK","SUNFRESH IDAHO CO","232 NOTUS RD",83656,Closure,"Not Listed",,NOTUS, ,43.72361000,-116.79757000,05/05/1986,Yes,1923
3-140118,"MCGEE A/C & HTG CO INC","TERRY S GILBERT","1604 INDUSTRIAL WY",83605,Closure,"Not Listed",,CALDWELL, ,43.65673600,-116.65868200,05/05/1986,Yes,1924
3-140119,"TAMURA ONION CO","TAMURA PRODUCE CO","MAIN ST",83660,Closure,Other,,PARMA, ,43.78128000,-116.93745000,09/17/1991,Yes,1925
3-140120,"Doug Gross Farm","Doug Gross","25688 HWY 19",83676,Closure,Farm,,WILDER, ,43.66889000,-116.90424000,05/06/1986,Yes,1926
